AnimalID;Name;Day;month;Year;Hour;Minute;Second;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;Sex;AgeuponOutcome;Breed;Color;Color2
A668509;Tomatillo;13;2;2014;17;30;0;Adoption;;Dog;Neutered;Male;1 year;Chihuahua Shorthair/Miniature Pinscher;Blue;White
A668532;Gabriel;6;12;2013;16;34;0;Transfer;Partner;Dog;Intact;Male;1 year;Border Collie Mix;Tricolor;
A668535;Beau;8;12;2013;18;29;0;Adoption;;Dog;Neutered;Male;1 year;Miniature Pinscher Mix;Black;Tan
A668537;Eedo;9;12;2013;17;1;0;Transfer;Partner;Dog;Neutered;Male;1 year;Miniature Pinscher Mix;Black;Tan
A668539;Comet;20;12;2013;12;46;0;Transfer;Partner;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Brown Tabby;
A668540;Noelle;17;12;2013;12;13;0;Transfer;Partner;Cat;Spayed;Female;1 year;Domestic Medium Hair Mix;Black;White
A668545;Twiggy;21;12;2013;13;55;0;Adoption;;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Brown Tabby;
A668546;Harvey;23;12;2013;16;52;0;Adoption;;Cat;Intact;Female;1 year;Domestic Medium Hair Mix;Blue Tabby;
A668553;Rosemary;26;12;2013;15;53;0;Adoption;;Cat;Spayed;Female;1 year;Domestic Medium Hair Mix;Calico;
A668574;Reese;5;1;2014;16;18;0;Adoption;;Dog;Spayed;Female;1 year;Australian Cattle Dog/Pit Bull;Tricolor;
A668580;Mickey;10;12;2013;16;23;0;Transfer;Partner;Dog;Intact;Male;1 year;Chihuahua Shorthair Mix;White;
A668624;Chucho;13;7;2014;15;26;0;Adoption;;Dog;Neutered;Male;1 year;Miniature Schnauzer Mix;Black;Tan
A668631;;6;12;2013;13;52;0;Euthanasia;Suffering;Dog;Intact;Male;1 year;German Shepherd Mix;Black;Red
A668634;Max;31;5;2014;15;33;0;Adoption;;Dog;Neutered;Male;1 year;Anatol Shepherd/Labrador Retriever;Brown Brindle;White
A668637;Shiloh;18;12;2013;12;36;0;Transfer;Partner;Dog;Intact;Female;1 year;German Shepherd Mix;Tan;
A668644;Chuck;11;2;2014;15;41;0;Adoption;Foster;Dog;Neutered;Male;1 year;Chihuahua Shorthair Mix;White;Tan
A668662;;11;12;2013;17;9;0;Adoption;;Dog;Neutered;Male;1 year;Dachshund/Chihuahua Shorthair;Red;
A668681;Tinkle;12;12;2013;17;30;0;Adoption;;Dog;Neutered;Male;1 year;Chihuahua Shorthair Mix;Black;Tan
A668685;Sugar;9;12;2013;17;57;0;Adoption;;Dog;Spayed;Female;1 year;Chihuahua Shorthair Mix;Tricolor;
A668726;;8;12;2013;11;43;0;Euthanasia;Suffering;Cat;Intact;Female;1 year;Domestic Shorthair Mix;Black;
A668729;Riley;17;12;2013;14;50;0;Adoption;;Dog;Neutered;Male;1 year;Boxer Mix;Brown Brindle;
A668733;Gypsy;9;12;2013;17;16;0;Return_to_owner;;Dog;Spayed;Female;1 year;Pit Bull Mix;Brown Brindle;White
A668737;Harley;15;11;2014;13;53;0;Adoption;;Dog;Neutered;Male;1 year;Jack Russell Terrier Mix;Brown;White
A668766;Odin;29;12;2013;18;33;0;Adoption;;Dog;Neutered;Male;1 year;Newfoundland/Queensland Heeler;Black;White
A668771;;16;12;2013;12;30;0;Adoption;;Dog;Spayed;Female;1 year;Beagle/Chihuahua Shorthair;Tan;White
A668787;Rainey;13;12;2013;17;24;0;Adoption;;Dog;Spayed;Female;1 year;Beagle/Boxer;Brown Brindle;
A668829;Chevy;20;12;2013;16;58;0;Return_to_owner;;Dog;Neutered;Male;1 year;Pit Bull Mix;Black;White
A668844;Buster;16;12;2013;18;53;0;Adoption;;Dog;Neutered;Male;1 year;Chihuahua Shorthair/Whippet;Brown Brindle;
A668863;Emma;22;2;2014;12;9;0;Adoption;Foster;Dog;Spayed;Female;1 year;Pit Bull Mix;White;Black
A668869;Mike;11;12;2013;10;50;0;Return_to_owner;;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Silver Tabby;
A668877;Tiger;14;10;2014;12;24;0;Transfer;Partner;Dog;Spayed;Female;1 year;Pit Bull Mix;Black Brindle;White
A668881;Ford;12;12;2013;17;36;0;Return_to_owner;;Dog;Neutered;Male;1 year;Catahoula Mix;Brown Merle;White
A668896;Sofie;11;12;2013;18;37;0;Return_to_owner;;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Black;White
A668897;Sally;14;12;2013;12;3;0;Return_to_owner;;Dog;Intact;Female;1 year;Pit Bull Mix;Black;White
A668909;;15;12;2013;19;4;0;Adoption;;Dog;Neutered;Male;1 year;Miniature Schnauzer/Miniature Poodle;Gray;White
A668919;Gufi;18;11;2014;13;29;0;Transfer;Partner;Dog;Neutered;Male;1 year;Australian Kelpie Mix;Black;
A668921;Lark;17;12;2013;17;54;0;Transfer;Partner;Dog;Intact;Female;1 year;Pomeranian;Red;
A668923;Happy;12;6;2014;19;6;0;Adoption;;Dog;Spayed;Female;1 year;Blue Lacy Mix;Blue;
A668945;;12;12;2013;18;13;0;Transfer;Partner;Dog;Intact;Male;1 year;Chihuahua Shorthair Mix;Brown;White
A668964;;19;12;2013;19;15;0;Adoption;;Dog;Spayed;Female;1 year;Border Collie Mix;Black;White
A669006;Matthew;23;12;2013;11;27;0;Transfer;Partner;Cat;Intact;Male;1 year;Domestic Longhair Mix;Black;
A669021;Jasper;29;11;2014;13;13;0;Return_to_owner;;Dog;Neutered;Male;1 year;Catahoula Mix;Red;
A669043;Javi;18;12;2013;18;13;0;Adoption;;Dog;Neutered;Male;1 year;Chihuahua Shorthair Mix;Chocolate;Tan
A669046;Lady;17;12;2013;11;8;0;Return_to_owner;;Dog;Spayed;Female;1 year;Dachshund Mix;White;Blue Merle
A669054;Izzy;18;12;2013;14;38;0;Transfer;SCRP;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Blue Tabby;
A669116;Turner;23;12;2013;18;5;0;Adoption;;Dog;Neutered;Male;1 year;Golden Retriever Mix;Gold;White
A669123;Daniel;13;6;2014;18;15;0;Adoption;;Dog;Neutered;Male;1 year;Pit Bull Mix;White;Brown
A669144;Russell;24;12;2013;12;55;0;Transfer;Partner;Cat;Neutered;Male;1 year;Domestic Longhair Mix;Blue Tabby;
A669146;Natasha;15;6;2014;18;25;0;Adoption;;Dog;Spayed;Female;1 year;Jack Russell Terrier/Pit Bull;White;
A669148;Luna;20;12;2013;14;14;0;Transfer;Partner;Cat;Intact;Female;1 year;Domestic Shorthair Mix;Calico;
A669164;Simba;22;12;2013;18;22;0;Adoption;;Dog;Neutered;Male;1 year;German Shepherd Mix;Sable;
A669165;;20;12;2013;16;50;0;Transfer;Partner;Dog;Spayed;Female;1 year;Siberian Husky Mix;Black;White
A669168;Rafiki;19;12;2013;17;19;0;Adoption;;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Brown Tabby;
A669193;Daisy;23;12;2013;17;22;0;Return_to_owner;;Dog;Intact;Female;1 year;Pit Bull Mix;Brown;White
A669202;;29;12;2013;12;58;0;Adoption;;Dog;Spayed;Female;1 year;Maltese Mix;White;Brown
A669208;;21;12;2013;18;28;0;Adoption;;Dog;Spayed;Female;1 year;Chihuahua Shorthair Mix;Buff;White
A669217;Brownie;21;12;2013;18;29;0;Adoption;;Dog;Neutered;Male;1 year;Norfolk Terrier/Yorkshire Terrier;Tricolor;
A669220;Brownie;21;12;2013;17;46;0;Adoption;;Dog;Neutered;Male;1 year;Boxer/Labrador Retriever;Brown;Black
A669224;Levi;25;2;2014;11;5;0;Adoption;;Dog;Neutered;Male;1 year;American Pit Bull Terrier Mix;Black;White
A669245;Bo;26;1;2014;13;15;0;Transfer;Partner;Dog;Spayed;Female;1 year;Boxer Mix;Black;White
A669246;;19;12;2013;13;9;0;Transfer;SCRP;Cat;Intact;Female;1 year;Domestic Shorthair Mix;Black;
A669252;Willow;21;12;2013;18;10;0;Adoption;;Dog;Spayed;Female;1 year;Soft Coated Wheaten Terrier Mix;White;Buff
A669276;Gil;19;12;2013;17;10;0;Return_to_owner;;Dog;Neutered;Male;1 year;Chihuahua Shorthair Mix;Tan;White
A669305;Precious;4;4;2015;14;6;0;Transfer;Partner;Dog;Spayed;Female;1 year;Chihuahua Shorthair Mix;Brown;
A669307;King Richard;24;12;2013;12;51;0;Transfer;Partner;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Brown Tabby;White
A669324;Shasta;29;1;2014;19;16;0;Adoption;;Dog;Spayed;Female;1 year;Staffordshire/French Bulldog;Fawn;White
A669347;Blue;23;12;2013;17;19;0;Adoption;;Cat;Neutered;Male;1 year;Ragdoll Mix;Seal Point;
A669397;Clarissa;22;3;2014;10;42;0;Adoption;Foster;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Black;White
A669413;;24;12;2013;15;14;0;Transfer;Partner;Dog;Intact;Male;1 year;Chihuahua Shorthair Mix;Tricolor;
A669416;Espana;27;12;2013;15;31;0;Euthanasia;Aggressive;Dog;Spayed;Female;1 year;Canaan Dog/Pit Bull;Tan;White
A669422;Tigger;18;1;2014;16;49;0;Adoption;;Dog;Neutered;Male;1 year;Pit Bull Mix;Blue;White
A669424;Amelia;15;3;2014;14;18;0;Adoption;;Dog;Spayed;Female;1 year;Pit Bull Mix;White;Brown
A669477;;1;1;2014;19;1;0;Transfer;Partner;Dog;Intact;Female;1 year;Shiba Inu Mix;Tan;White
A669483;Canelo;22;12;2013;11;38;0;Return_to_owner;;Dog;Neutered;Male;1 year;Pit Bull Mix;Brown;White
A669494;Charli;28;12;2013;16;9;0;Adoption;;Dog;Spayed;Female;1 year;Labrador Retriever Mix;Black;White
A669498;Lady;6;12;2014;15;3;0;Transfer;Partner;Dog;Spayed;Female;1 year;Pit Bull Mix;Blue;White
A669510;Kimchi;1;1;2014;18;45;0;Adoption;;Dog;Spayed;Female;1 year;Rottweiler/Labrador Retriever;Black;Tan
A669534;;24;12;2013;15;3;0;Transfer;SCRP;Cat;Intact;Female;1 year;Domestic Shorthair Mix;Orange Tabby;
A669539;Bootsy;26;12;2013;18;5;0;Return_to_owner;;Dog;Neutered;Male;1 year;Labrador Retriever Mix;Black;
A669552;Kelsie;31;12;2013;17;15;0;Transfer;Partner;Dog;Intact;Female;1 year;American Staffordshire Terrier Mix;Brown Brindle;
A669557;;22;12;2013;18;54;0;Return_to_owner;;Dog;Neutered;Male;1 year;English Springer Spaniel;Brown;White
A669585;Juice;30;12;2013;7;44;0;Adoption;;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Orange Tabby;
A669590;Waffle;28;12;2013;14;31;0;Adoption;;Cat;Spayed;Female;1 year;Domestic Longhair Mix;Orange Tabby;White
A669591;;28;12;2013;16;21;0;Transfer;SCRP;Cat;Intact;Male;1 year;Domestic Shorthair Mix;Black;White
A669593;Uhmi;21;1;2014;11;44;0;Adoption;;Cat;Spayed;Female;1 year;Siamese Mix;Lynx Point;
A669604;Capo;2;1;2014;17;0;0;Return_to_owner;;Dog;Intact;Male;1 year;American Bulldog Mix;Brown Brindle;White
A669607;Lucy;26;12;2013;18;26;0;Adoption;;Dog;Spayed;Female;1 year;Chihuahua Longhair Mix;Black;White
A669619;Lucy;24;12;2013;16;59;0;Adoption;;Dog;Spayed;Female;1 year;Bruss Griffon Mix;Gray;White
A669638;Rufus;29;7;2014;12;58;0;Transfer;Partner;Dog;Neutered;Male;1 year;Pit Bull Mix;Tan;White
A669640;Sissy;8;8;2014;13;27;0;Euthanasia;Court/Investigation;Dog;Intact;Female;1 year;Australian Kelpie Mix;Brown;White
A669647;Theodore;3;1;2014;14;36;0;Return_to_owner;;Dog;Intact;Male;1 year;Australian Cattle Dog/Labrador Retriever;Tan;White
A669649;Lola;28;12;2013;18;28;0;Adoption;;Dog;Spayed;Female;1 year;Labrador Retriever/Border Collie;Black;
A669651;Maynard;30;12;2013;16;47;0;Adoption;;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Blue Tabby;
A669656;;30;12;2013;18;53;0;Adoption;;Dog;Spayed;Female;1 year;Siberian Husky Mix;Sable;White
A669661;Boss;21;1;2014;16;10;0;Return_to_owner;;Dog;Neutered;Male;1 year;Pit Bull/German Shepherd;Black;Tan
A669663;Roxy;29;12;2013;17;51;0;Adoption;;Dog;Spayed;Female;1 year;Chihuahua Shorthair Mix;Chocolate;White
A669692;Tex;4;2;2014;18;23;0;Return_to_owner;;Dog;Intact;Male;1 year;Weimaraner Mix;Fawn;White
A669694;Chichi;26;12;2013;15;32;0;Return_to_owner;;Dog;Spayed;Female;1 year;Australian Shepherd Mix;White;Black
A669702;Ace;30;12;2013;17;40;0;Adoption;;Dog;Neutered;Male;1 year;Miniature Poodle Mix;White;Black
A669750;Uma;3;1;2014;17;19;0;Transfer;Partner;Cat;Intact;Female;1 year;Domestic Shorthair Mix;Torbie;
A669751;Ulrika;3;1;2014;17;20;0;Transfer;Partner;Cat;Unknown;;1 year;Domestic Shorthair Mix;Blue Cream;Buff
A669752;Uliana;3;1;2014;17;19;0;Transfer;Partner;Cat;Unknown;;1 year;Domestic Shorthair Mix;Brown Tabby;
A669754;Ulysses;3;1;2014;17;20;0;Transfer;Partner;Cat;Unknown;;1 year;Domestic Shorthair Mix;Brown Tabby;
A669781;Cuatemo;11;4;2014;13;24;0;Adoption;;Dog;Neutered;Male;1 year;Labrador Retriever/Chow Chow;Yellow;
A669783;Becky;4;1;2014;15;8;0;Adoption;;Dog;Spayed;Female;1 year;Black Mouth Cur Mix;Brown;
A669791;;28;12;2013;16;22;0;Transfer;SCRP;Cat;Intact;Female;1 year;Domestic Shorthair Mix;Tortie;
A669792;;28;12;2013;16;22;0;Transfer;SCRP;Cat;Intact;Female;1 year;Domestic Shorthair Mix;Orange Tabby;White
A669806;Manchas;29;12;2013;17;58;0;Return_to_owner;;Dog;Neutered;Male;1 year;Rat Terrier Mix;Tricolor;
A669824;Jackson;15;11;2014;15;19;0;Transfer;Partner;Dog;Neutered;Male;1 year;Labrador Retriever Mix;Black;
A669860;Pepper;1;1;2014;18;29;0;Return_to_owner;;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Black;White
A669881;Cloud;5;1;2014;18;37;0;Adoption;;Dog;Spayed;Female;1 year;Labrador Retriever;White;
A669886;Sweeney Todd;2;1;2014;18;39;0;Adoption;;Dog;Neutered;Male;1 year;Miniature Schnauzer Mix;Gray;Brown
A669900;Jinx;9;8;2015;16;58;0;Return_to_owner;;Dog;Spayed;Female;1 year;Greyhound Mix;Brown Brindle;White
A669949;;3;1;2014;17;18;0;Transfer;Partner;Dog;Spayed;Female;1 year;Pomeranian Mix;Red;
A669961;Petunia;1;2;2014;14;36;0;Adoption;;Dog;Spayed;Female;1 year;Border Collie Mix;Black;White
A669977;Zeppo;1;4;2014;15;44;0;Euthanasia;Rabies Risk;Dog;Neutered;Male;1 year;American Bulldog Mix;Blue;White
A669978;Rex;23;2;2014;12;52;0;Return_to_owner;;Dog;Neutered;Male;1 year;Whippet Mix;Red;
A669982;Wrigley;5;1;2014;17;1;0;Adoption;;Dog;Spayed;Female;1 year;German Shorthair Pointer Mix;Chocolate;White
A669985;Manuka;12;1;2014;16;21;0;Adoption;;Dog;Spayed;Female;1 year;Pit Bull/Boxer;Brown;
A669992;Doofy;9;2;2014;17;30;0;Adoption;;Dog;Neutered;Male;1 year;Labrador Retriever/Jack Russell Terrier;White;Brown
A670059;;5;1;2014;14;37;0;Adoption;;Dog;Spayed;Female;1 year;West Highland;White;
A670076;Apollo;31;1;2014;18;25;0;Adoption;;Dog;Neutered;Male;1 year;Pit Bull Mix;Blue;White
A670077;Lucas;19;1;2014;15;7;0;Transfer;Partner;Dog;Intact;Male;1 year;Cardigan Welsh Corgi/Cocker Spaniel;Cream;
A670091;Pete;19;1;2014;14;0;0;Adoption;;Dog;Neutered;Male;1 year;Australian Shepherd/Australian Cattle Dog;Brown;White
A670093;Holland;7;1;2014;14;21;0;Transfer;Partner;Dog;Intact;Male;1 year;Pit Bull/Chinese Sharpei;Tan;
A670127;Tiny Louise;6;1;2014;17;8;0;Adoption;;Dog;Spayed;Female;1 year;Jack Russell Terrier/Chihuahua Shorthair;Tricolor;
A670135;Mason;17;1;2014;12;1;0;Transfer;Partner;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Brown Tabby;White
A670151;Maya;15;2;2014;17;55;0;Adoption;;Dog;Spayed;Female;1 year;Redbone Hound Mix;Brown;
A670165;Judge;9;1;2014;18;21;0;Transfer;Partner;Dog;Neutered;Male;1 year;German Shepherd Mix;Black;Tan
A670166;Ginger;7;1;2014;17;9;0;Adoption;;Dog;Spayed;Female;1 year;German Shepherd Mix;Tan;Black
A670180;;7;1;2014;15;46;0;Transfer;Partner;Dog;Intact;Male;1 year;Dachshund Mix;Brown;Black
A670184;Buddy;18;1;2014;10;57;0;Adoption;;Dog;Neutered;Male;1 year;German Shepherd Mix;Brown Brindle;
A670215;Pinguis;5;1;2014;18;53;0;Return_to_owner;;Dog;Neutered;Male;1 year;Boston Terrier Mix;Black;White
A670248;Giselle;12;1;2014;14;10;0;Transfer;Partner;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Black;
A670250;;11;1;2014;18;51;0;Adoption;;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Black;
A670254;;8;1;2014;14;21;0;Adoption;;Dog;Intact;Male;1 year;Jack Russell Terrier Mix;Tricolor;
A670279;Chispita;8;1;2014;18;17;0;Adoption;;Dog;Spayed;Female;1 year;Miniature Poodle/Dachshund;Black;
A670291;Martial;11;1;2014;13;32;0;Transfer;Partner;Dog;Intact;Male;1 year;Chihuahua Shorthair Mix;White;Brown
A670300;Hank;8;1;2014;12;27;0;Return_to_owner;;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Brown Tabby;
A670320;;25;1;2014;16;56;0;Adoption;;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Orange Tabby;
A670328;;6;1;2014;9;52;0;Euthanasia;Suffering;Cat;Neutered;Male;1 year;Domestic Medium Hair Mix;White;Brown
A670329;Bean;6;1;2014;11;9;0;Return_to_owner;;Dog;Intact;Male;1 year;Chihuahua Shorthair Mix;Black;
A670385;Gigi;11;1;2014;17;58;0;Adoption;;Dog;Spayed;Female;1 year;Miniature Poodle/Miniature Schnauzer;White;
A670392;Blue;26;4;2015;11;43;0;Return_to_owner;;Dog;Neutered;Male;1 year;Pit Bull Mix;Blue;White
A670396;Jinxy;10;1;2014;16;51;0;Return_to_owner;;Dog;Spayed;Female;1 year;Chihuahua Shorthair/Pug;White;
A670436;Miss Piggy;9;2;2014;14;49;0;Adoption;;Cat;Spayed;Female;1 year;Japanese Bobtail Mix;Black;
A670448;Leslie;12;1;2014;18;53;0;Adoption;;Dog;Spayed;Female;1 year;Cairn Terrier Mix;White;Black
A670453;Jordan;24;4;2014;18;2;0;Adoption;;Dog;Spayed;Female;1 year;Pit Bull Mix;Brown;White
A670462;Tomas;14;2;2014;18;56;0;Adoption;Offsite;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Brown Tabby;White
A670463;Ricki;10;4;2014;17;34;0;Adoption;;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Brown Tabby;
A670474;;9;1;2014;18;34;0;Return_to_owner;;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Brown Tabby;White
A670480;Emmie;20;1;2014;14;32;0;Transfer;Partner;Dog;Spayed;Female;1 year;Pit Bull Mix;Blue Smoke;Brown
A670498;Lola;14;1;2014;16;50;0;Adoption;;Cat;Spayed;Female;1 year;Domestic Longhair Mix;Black;
A670509;Dingo;11;4;2014;18;8;0;Adoption;;Dog;Neutered;Male;1 year;Australian Cattle Dog Mix;Brown;White
A670513;Tigger;21;8;2014;18;2;0;Adoption;;Dog;Neutered;Male;1 year;Pit Bull Mix;White;Tan
A670524;Rosalee;15;1;2014;16;57;0;Adoption;;Dog;Spayed;Female;1 year;Rottweiler Mix;Black;Brown
A670535;Sid;12;1;2014;15;15;0;Return_to_owner;;Dog;Intact;Male;1 year;Labrador Retriever Mix;Black;
A670542;Taz;10;1;2014;17;6;0;Return_to_owner;;Dog;Intact;Male;1 year;Pit Bull Mix;Brown Brindle;White
A670552;Moses;15;1;2014;17;9;0;Return_to_owner;;Dog;Neutered;Male;1 year;Labrador Retriever/Boxer;Brown;White
A670563;Mia;18;9;2014;15;37;0;Transfer;Partner;Dog;Spayed;Female;1 year;Pit Bull Mix;Blue;White
A670580;Cain;2;2;2014;14;1;0;Adoption;;Dog;Neutered;Male;1 year;Pit Bull Mix;White;
A670589;Spotty;17;1;2014;12;0;0;Adoption;;Dog;Spayed;Female;1 year;Chihuahua Shorthair Mix;White;Brown
A670598;Pete;18;1;2014;15;17;0;Adoption;;Dog;Neutered;Male;1 year;Harrier Mix;Tricolor;
A670630;Sampson;6;2;2014;16;15;0;Adoption;;Dog;Neutered;Male;1 year;Miniature Pinscher Mix;Black;Tan
A670631;;18;1;2014;16;0;0;Euthanasia;Behavior;Dog;Intact;Female;1 year;Chinese Sharpei;Tan;
A670632;;11;1;2014;13;20;0;Euthanasia;Suffering;Cat;Intact;Male;1 year;Domestic Medium Hair Mix;Brown Tabby;Black
A670637;;13;1;2014;17;15;0;Transfer;SCRP;Cat;Unknown;;1 year;Domestic Longhair Mix;Silver Tabby;
A670650;;16;1;2014;11;11;0;Adoption;;Dog;Spayed;Female;1 year;Jack Russell Terrier/Chihuahua Shorthair;Brown;White
A670652;Carson;8;2;2014;14;51;0;Transfer;Partner;Cat;Neutered;Male;1 year;Domestic Longhair Mix;Blue;White
A670692;Paully;21;1;2014;12;45;0;Transfer;Partner;Dog;Neutered;Male;1 year;Chihuahua Shorthair/Australian Cattle Dog;White;Brown
A670693;Milhouse;17;1;2014;17;43;0;Adoption;;Dog;Neutered;Male;1 year;Cardigan Welsh Corgi Mix;Black Smoke;White
A670697;Rj;15;1;2014;14;25;0;Adoption;;Dog;Neutered;Male;1 year;Papillon Mix;Tan;White
A670708;Curtis;29;1;2014;15;7;0;Transfer;Partner;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Black;
A670736;Smokey;28;8;2014;18;7;0;Return_to_owner;;Dog;Neutered;Male;1 year;Bull Terrier Mix;Brown Brindle;White
A670751;;17;1;2014;18;26;0;Transfer;Partner;Dog;Neutered;Male;1 year;Bruss Griffon;Tan;
A670784;Lucky;23;10;2014;18;14;0;Adoption;;Dog;Neutered;Male;1 year;Siberian Husky Mix;Black;White
A670785;Mu̱eca;20;10;2014;12;32;0;Adoption;;Dog;Spayed;Female;1 year;Siberian Husky Mix;Gray;White
A670808;;17;1;2014;13;33;0;Transfer;SCRP;Cat;Intact;Female;1 year;Domestic Shorthair Mix;Calico;
A670826;Elmo;26;1;2014;18;53;0;Transfer;Partner;Dog;Intact;Male;1 year;Chihuahua Shorthair/Jack Russell Terrier;Tricolor;
A670827;Osita;19;2;2014;13;2;0;Adoption;Foster;Dog;Spayed;Female;1 year;Chihuahua Shorthair/Jack Russell Terrier;Chocolate;White
A670833;Shasta;13;2;2014;17;2;0;Transfer;Partner;Dog;Intact;Female;1 year;Pit Bull Mix;Brown Brindle;
A670837;Buddy;27;1;2014;15;55;0;Adoption;;Dog;Neutered;Male;1 year;Schipperke Mix;Black;White
A670864;Crystal;23;1;2014;16;30;0;Transfer;Partner;Dog;Spayed;Female;1 year;Dachshund Mix;Black;Brown
A670888;Ruby;17;1;2014;18;7;0;Return_to_owner;;Dog;Spayed;Female;1 year;Australian Cattle Dog Mix;Black;Tan
A670895;Simon;22;1;2014;15;57;0;Adoption;;Dog;Neutered;Male;1 year;Skye Terrier/Miniature Poodle;White;
A670900;Princess;22;1;2014;11;41;0;Adoption;;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Black;
A670909;Fletcher;20;1;2014;12;20;0;Transfer;Partner;Dog;Intact;Male;1 year;Shih Tzu/Pekingese;Tan;
A670912;Daisy;4;10;2015;12;27;0;Adoption;;Dog;Spayed;Female;1 year;Catahoula Mix;White;Black
A670923;Kayna;6;2;2014;14;1;0;Euthanasia;Behavior;Dog;Spayed;Female;1 year;Pit Bull Mix;Brown Brindle;
A670948;;17;1;2014;13;33;0;Transfer;SCRP;Cat;Intact;Male;1 year;Domestic Shorthair Mix;Brown Tabby;
A670958;;19;1;2014;17;33;0;Transfer;SCRP;Cat;Intact;Male;1 year;Domestic Shorthair Mix;Brown Tabby;White
A670962;Peking;23;2;2014;18;36;0;Adoption;;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Torbie;
A670973;Pete;2;2;2014;11;18;0;Transfer;Partner;Dog;Neutered;Male;1 year;Labrador Retriever Mix;Black;
A670976;Chiko;24;1;2014;14;27;0;Transfer;Partner;Dog;Intact;Male;1 year;Chihuahua Shorthair Mix;Black;Brown
A670986;Kitty;23;1;2014;16;26;0;Transfer;Partner;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Blue;
A671025;Cody;14;10;2014;15;45;0;Transfer;Partner;Dog;Neutered;Male;1 year;Maltese/Miniature Poodle;White;Gray
A671066;Cloud;21;1;2014;13;15;0;Transfer;Partner;Cat;Neutered;Male;1 year;Domestic Shorthair Mix;Brown Tabby;White
A671076;Lil Dude;14;3;2014;12;39;0;Transfer;Partner;Dog;Neutered;Male;1 year;Pit Bull Mix;Blue;White
A671095;L.A.;19;2;2014;11;10;0;Transfer;Partner;Dog;Neutered;Male;1 year;Pit Bull Mix;Fawn;
A671100;;19;1;2014;17;35;0;Transfer;SCRP;Cat;Intact;Female;1 year;Domestic Shorthair Mix;Torbie;
A671105;;21;1;2014;15;20;0;Transfer;SCRP;Cat;Unknown;;1 year;Domestic Longhair Mix;Black;
A671114;Buster G;25;1;2014;14;35;0;Adoption;;Dog;Neutered;Male;1 year;Border Collie Mix;Gold;White
A671116;Scooby;21;1;2014;14;3;0;Return_to_owner;;Dog;Neutered;Male;1 year;Pit Bull Mix;Tan;White
A671133;Chuck;19;1;2014;11;40;0;Return_to_owner;;Dog;Intact;Male;1 year;American Bulldog Mix;White;Brown Brindle
A671135;;21;1;2014;15;17;0;Transfer;SCRP;Cat;Intact;Female;1 year;Domestic Shorthair Mix;Torbie;
A671149;;23;1;2014;17;24;0;Transfer;Partner;Dog;Spayed;Female;1 year;Cardigan Welsh Corgi Mix;Black;Tan
A671150;;23;1;2014;17;8;0;Adoption;;Dog;Neutered;Male;1 year;Tibetan Terrier Mix;Black;White
A671160;;22;1;2014;15;10;0;Transfer;SCRP;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Calico;
A671170;Tosca;23;3;2014;9;35;0;Adoption;Foster;Cat;Spayed;Female;1 year;Domestic Shorthair Mix;Black;White
A671184;;21;1;2014;15;12;0;Transfer;SCRP;Cat;Intact;Male;1 year;Domestic Medium Hair Mix;Black;
A671186;Cooper;24;1;2014;14;28;0;Transfer;Partner;Dog;Neutered;Male;1 year;Dachshund Mix;Black;White
A671187;;20;1;2014;18;30;0;Euthanasia;Suffering;Dog;Intact;Male;1 year;Rat Terrier Mix;Black;White
A671192;Layla;22;1;2014;14;55;0;Return_to_owner;;Dog;Intact;Female;1 year;Pit Bull Mix;Blue;White
A671200;;22;1;2014;15;11;0;Transfer;SCRP;Cat;Intact;Male;1 year;Domestic Shorthair Mix;Black;White
A671213;Grace;29;1;2014;18;43;0;Adoption;;Dog;Spayed;Female;1 year;Chow Chow Mix;Red;
A671216;Ollie;26;1;2014;17;55;0;Adoption;;Dog;Neutered;Male;1 year;Chihuahua Longhair/Dachshund;Tricolor;
A671220;;21;1;2014;15;14;0;Transfer;SCRP;Cat;Intact;Male;1 year;Domestic Shorthair Mix;Orange Tabby;White
