AnimalID;Name;DateTime;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;AgeuponOutcome;Breed;Color;Color2
A686296;Zoe;29/08/2014 17:47;Euthanasia;Aggressive;Dog;Spayed Female;5 months;Pit Bull Mix;Black;White
A688665;Petra;19/10/2014 15:26;Adoption;;Cat;Spayed Female;3 years;Domestic Shorthair Mix;Black;White
A676205;;29/07/2014 13:49;Adoption;Foster;Dog;Spayed Female;3 months;Labrador Retriever Mix;Black;
A711320;Wesley;29/11/2015 19:15;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A672931;Shadow;05/06/2015 16:35;Adoption;;Dog;Neutered Male;4 years;German Shepherd/Redbone Hound;Black;Tan
A687534;;07/09/2014 09:00;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;Black;White
A689944;Zeppelin;19/10/2014 13:01;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black;
A644188;Shadow;09/10/2014 17:07;Return_to_owner;;Dog;Neutered Male;3 years;Labrador Retriever;Black;
A704018;;31/05/2015 17:12;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;Black;White
A686495;Olivia;09/09/2014 18:17;Adoption;;Cat;Spayed Female;5 months;Domestic Shorthair Mix;Black;
A672201;Oreo;05/02/2014 16:56;Return_to_owner;;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Black;White
A696284;Leroy;06/02/2015 17:32;Adoption;;Dog;Neutered Male;1 month;Pit Bull;Black;White
A686329;;20/08/2014 17:11;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Black;White
A671087;Sunny;04/03/2014 12:55;Adoption;Foster;Dog;Spayed Female;6 years;Chihuahua Shorthair;Black;Tan
A706083;Sadie;28/06/2015 18:15;Adoption;;Dog;Spayed Female;1 year;Border Collie Mix;Black;White
A708355;Sanchez;29/07/2015 15:44;Transfer;Partner;Dog;Intact Male;3 months;Labrador Retriever Mix;Black;White
A686620;;24/08/2014 15:41;Transfer;Partner;Cat;Intact Male;4 days;Domestic Shorthair Mix;Black;
A704838;Esmee;02/07/2015 10:20;Transfer;Partner;Dog;Spayed Female;9 months;Pointer/Labrador Retriever;Black;White
A687147;;08/09/2014 19:00;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A622169;Sampson;27/04/2015 13:20;Return_to_owner;;Dog;Neutered Male;3 years;Pit Bull Mix;Black;White
A713720;Griffin;08/11/2015 00:00;Transfer;Partner;Dog;Neutered Male;1 year;Schnauzer Giant Mix;Black;
A703119;;20/05/2015 18:59;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair Mix;Black;White
A686783;;06/09/2014 09:00;Transfer;SCRP;Cat;Neutered Male;4 years;Domestic Longhair Mix;Black;
A720830;Romeo;16/02/2016 11:55;Return_to_owner;;Dog;Neutered Male;15 years;Chihuahua Longhair Mix;Black;White
A708498;;29/08/2015 07:49;Died;In Foster;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Black;
A716946;Aloisius;09/01/2016 11:23;Adoption;;Cat;Spayed Female;9 years;Domestic Medium Hair Mix;Black;White
A678881;Clancy;13/07/2014 12:27;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever/Collie Smooth;Black;White
A673975;Jhonny;10/03/2014 16:53;Transfer;Partner;Dog;Neutered Male;8 months;Chihuahua Shorthair/Pug;Black;
A689983;;13/10/2014 09:00;Transfer;SCRP;Cat;Intact Male;1 year;Domestic Shorthair Mix;Black;White
A678720;Patches;16/05/2014 18:59;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;White
A701338;;29/04/2015 08:34;Euthanasia;Suffering;Dog;Spayed Female;13 years;Chihuahua Shorthair Mix;Black;White
A705620;Harrison;23/06/2015 14:20;Adoption;;Dog;Neutered Male;8 years;German Shepherd Mix;Black;Tan
A674725;Monte;21/03/2014 19:21;Return_to_owner;;Dog;Intact Male;19 years;Cocker Spaniel Mix;Black;White
A687403;;04/09/2014 13:29;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Black;White
A678664;Gloria;04/10/2014 12:17;Adoption;Foster;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black;
A698822;;18/03/2015 15:43;Transfer;Partner;Cat;Unknown;1 day;Domestic Shorthair Mix;Black;
A692383;Gobble;25/11/2014 14:01;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;White
A706564;Nicky;02/07/2015 00:00;Transfer;Partner;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black;
A676074;Fritz;10/04/2014 14:11;Transfer;Partner;Cat;Intact Female;4 months;Domestic Shorthair Mix;Black;White
A694651;Auslyn;02/01/2015 17:33;Adoption;;Cat;Neutered Male;3 months;Domestic Medium Hair Mix;Black;White
A687566;Julep;12/09/2014 18:12;Adoption;;Dog;Spayed Female;1 year;American Staffordshire Terrier Mix;Black;White
A691602;Big Chief;29/11/2014 14:12;Adoption;;Dog;Neutered Male;6 years;German Shepherd Mix;Black;Tan
A707727;;16/07/2015 18:39;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Black;White
A681259;;14/06/2014 12:45;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Black;White
A712234;;23/09/2015 18:24;Adoption;;Dog;Neutered Male;2 months;Yorkshire Terrier Mix;Black;Tan
A700088;Chubbs;18/04/2015 12:16;Return_to_owner;;Dog;Neutered Male;4 years;Labrador Retriever Mix;Black;White
A692208;;21/11/2014 08:42;Euthanasia;Suffering;Cat;Intact Female;2 months;Domestic Medium Hair Mix;Black;White
A713672;Tina;05/11/2015 17:29;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black;White
A711332;Spreckles;13/09/2015 18:17;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A702877;;29/05/2015 15:32;Transfer;Partner;Dog;Intact Female;2 months;Pointer Mix;Black;White
A615161;Dot;03/02/2016 14:29;Return_to_owner;;Dog;Spayed Female;4 years;Pit Bull Mix;Black;White
A715988;Bo;13/11/2015 18:18;Return_to_owner;;Dog;Neutered Male;8 years;Rottweiler;Black;Tan
A688222;Kassidy;16/01/2015 18:57;Return_to_owner;;Dog;Spayed Female;6 months;Border Collie Mix;Black;White
A711660;Dinah;12/12/2015 17:40;Adoption;Foster;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Black;
A665092;Oscar;13/10/2013 15:51;Return_to_owner;;Dog;Neutered Male;7 years;Labrador Retriever Mix;Black;White
A707691;Anton;13/08/2015 15:14;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;Black;
A698835;Ancho;24/05/2015 19:44;Adoption;;Cat;Intact Male;2 months;Domestic Shorthair Mix;Black;
A671366;Pancha;01/02/2014 17:19;Return_to_owner;;Dog;Spayed Female;2 years;Chihuahua Shorthair/Pug;Black;
A693159;;24/12/2014 08:37;Adoption;Foster;Dog;Neutered Male;1 month;Australian Cattle Dog/Border Collie;Black;White
A703091;;20/05/2015 14:09;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;Black;White
A667765;Rory;30/11/2013 15:59;Return_to_owner;;Dog;Neutered Male;1 year;Dachshund Mix;Black;Brown
A702609;;17/05/2015 09:00;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;Black;White
A674873;;19/03/2014 15:14;Euthanasia;Suffering;Cat;Intact Female;1 year;Domestic Shorthair Mix;Black;White
A684913;Jack;30/07/2014 17:04;Euthanasia;Behavior;Dog;Neutered Male;1 year;American Bulldog Mix;Black;White
A714255;;20/10/2015 17:15;Transfer;Partner;Cat;Intact Male;1 weeks;Domestic Shorthair Mix;Black;
A594828;Buddy;13/12/2015 16:58;Adoption;;Dog;Neutered Male;5 years;Labrador Retriever Mix;Black;
A670543;Gracie;25/03/2014 11:14;Transfer;Partner;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Black;
A688191;Henry;20/09/2014 19:08;Adoption;;Dog;Neutered Male;1 year;Flat Coat Retriever Mix;Black;
A702951;;29/05/2015 12:10;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever Mix;Black;
A624198;Aquarius;04/01/2014 15:23;Adoption;;Dog;Spayed Female;1 year;Catahoula Mix;Black;White
A710761;Comet;30/08/2015 17:46;Transfer;Partner;Dog;Neutered Male;10 years;German Shepherd;Black;Brown
A701752;Ritzy;12/05/2015 17:41;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black;White
A678576;Han Solo;17/05/2014 08:32;Transfer;Partner;Dog;Intact Male;2 years;Miniature Pinscher;Black;Tan
A706300;Panther;28/06/2015 09:00;Transfer;SCRP;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Black;
A686147;Andy;04/10/2014 13:31;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black;
A676375;Gretta;19/08/2014 12:18;Transfer;Partner;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black;
A674605;Albus;24/03/2014 13:31;Transfer;Partner;Dog;Neutered Male;2 years;Pug/Chihuahua Shorthair;Black;
A712627;;29/09/2015 18:45;Adoption;;Cat;Spayed Female;3 months;Domestic Medium Hair Mix;Black;White
A680447;;03/06/2014 11:08;Transfer;Partner;Cat;Intact Male;3 days;Domestic Shorthair Mix;Black;
A681920;Brodie;07/04/2015 15:06;Return_to_owner;;Dog;Neutered Male;1 year;Labrador Retriever/Pit Bull;Black;White
A671302;Jack;01/02/2014 16:00;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever Mix;Black;
A417622;Atreyu;16/07/2015 16:02;Return_to_owner;;Dog;Neutered Male;10 years;Miniature Pinscher;Black;Tan
A693533;;11/12/2014 14:52;Transfer;Partner;Dog;Intact Female;1 month;German Shepherd Mix;Black;Brown
A669731;;30/12/2013 17:14;Adoption;;Dog;Neutered Male;4 years;Tibetan Terrier Mix;Black;White
A484400;Beauby;27/02/2014 16:04;Return_to_owner;;Dog;Neutered Male;7 years;Pit Bull/Labrador Retriever;Black;
A689390;Jules;08/10/2014 11:25;Transfer;Partner;Dog;Intact Female;1 year;Doberman Pinsch Mix;Black;Brown
A681566;;30/06/2014 17:01;Return_to_owner;;Dog;Neutered Male;2 years;Bruss Griffon Mix;Black;
A690517;;23/10/2014 09:00;Transfer;SCRP;Cat;Intact Female;4 months;Domestic Shorthair Mix;Black;
A702058;;08/05/2015 17:01;Transfer;Partner;Cat;Unknown;1 weeks;Domestic Shorthair Mix;Black;
A713857;;18/10/2015 16:33;Transfer;Partner;Dog;Intact Female;7 months;Dachshund Longhair Mix;Black;Tan
A699492;Lulu;05/04/2015 16:20;Adoption;;Dog;Spayed Female;3 months;Labrador Retriever Mix;Black;White
A659836;Thelma;17/05/2014 15:54;Adoption;;Dog;Spayed Female;9 months;Labrador Retriever/Doberman Pinsch;Black;
A701299;;27/04/2015 13:37;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Black;
A694756;Gus;04/01/2015 17:10;Return_to_owner;;Dog;Neutered Male;13 years;Labrador Retriever Mix;Black;
A676877;Gretel;16/04/2014 18:25;Return_to_owner;;Dog;Spayed Female;5 years;Pug Mix;Black;
A714061;Dakilah;19/10/2015 20:13;Return_to_owner;;Dog;Neutered Male;1 year;Pit Bull Mix;Black;White
A689241;Lady;19/12/2015 11:31;Return_to_owner;;Dog;Spayed Female;3 years;Labrador Retriever/Basset Hound;Black;White
A679065;Bonbo;26/05/2014 19:04;Return_to_owner;;Dog;Neutered Male;2 years;Labrador Retriever Mix;Black;
A667007;Azure;18/12/2013 16:16;Transfer;Partner;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Black;
A691807;Sheba;04/12/2014 17:20;Transfer;Partner;Dog;Spayed Female;5 years;Flat Coat Retriever Mix;Black;White
A692309;Peeka;26/12/2014 15:45;Transfer;Partner;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black;
A662568;Memphis;16/10/2013 17:36;Adoption;;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Black;
A668453;Koda;12/12/2013 18:35;Adoption;;Dog;Spayed Female;3 years;Norfolk Terrier Mix;Black;Tan
A666658;Alex;10/11/2013 16:51;Adoption;;Dog;Neutered Male;2 months;Labrador Retriever Mix;Black;White
A665141;Crixus;16/10/2013 17:49;Return_to_owner;;Dog;Neutered Male;1 year;Siberian Husky Mix;Black;White
A718164;Teddy;28/12/2015 17:00;Transfer;Partner;Dog;Neutered Male;2 years;Yorkshire Terrier Mix;Black;Tan
A668108;Hugo;06/12/2013 18:32;Adoption;;Dog;Neutered Male;1 year;Chihuahua Shorthair Mix;Black;White
A707900;Mario;29/09/2015 17:19;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A695587;Pfieffer;24/01/2015 18:06;Adoption;;Dog;Spayed Female;9 months;German Shepherd Mix;Black;Tan
A704563;Henry;24/06/2015 16:45;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A711839;Sondrea;21/09/2015 15:11;Transfer;Partner;Cat;Spayed Female;5 years;Domestic Longhair Mix;Black;White
A664329;;02/10/2013 09:21;Euthanasia;Suffering;Cat;Intact Male;1 month;Domestic Shorthair Mix;Black;White
A692412;Cooper;16/01/2015 09:31;Adoption;Foster;Cat;Neutered Male;5 months;Domestic Longhair Mix;Black;White
A200922;Carlos;22/11/2013 09:44;Adoption;Foster;Dog;Neutered Male;16 years;Dachshund Mix;Black;Tan
A666797;;07/11/2013 16:30;Transfer;Partner;Dog;Intact Male;6 months;Pit Bull Mix;Black;White
A685900;;14/08/2014 17:29;Transfer;Partner;Cat;Intact Male;4 months;Domestic Longhair Mix;Black;
A341599;Reece;11/01/2014 11:05;Transfer;Partner;Cat;Neutered Male;9 years;Domestic Shorthair Mix;Black;
A684784;Morticia;03/08/2014 17:17;Adoption;;Cat;Intact Female;1 month;Domestic Shorthair Mix;Black;
A715035;;31/10/2015 09:00;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;Black;White
A705288;Frederick;18/07/2015 12:56;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A681780;Maybe;27/06/2014 14:18;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A666164;Rufus;02/11/2013 11:04;Return_to_owner;;Dog;Neutered Male;2 years;German Shepherd Mix;Black;Tan
A701944;Spike;10/05/2015 19:17;Adoption;;Dog;Neutered Male;2 years;Manchester Terrier Mix;Black;Tan
A651871;Chloe;14/03/2014 13:52;Return_to_owner;;Dog;Spayed Female;5 years;Chihuahua Shorthair Mix;Black;
A719167;Toby;19/01/2016 16:58;Adoption;;Dog;Neutered Male;2 years;Miniature Pinscher Mix;Black;Brown
A697656;Max;05/04/2015 13:27;Transfer;Partner;Dog;Neutered Male;4 years;Rottweiler;Black;Brown
A686235;Razz;31/08/2014 13:57;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Black;
A675902;Bruce;03/05/2014 07:34;Adoption;Offsite;Dog;Neutered Male;7 months;Dachshund;Black;Tan
A720426;Tux;20/02/2016 15:42;Adoption;;Cat;Spayed Female;6 months;Domestic Shorthair Mix;Black;White
A665979;John;30/10/2013 17:20;Adoption;;Dog;Neutered Male;1 year;German Shepherd Mix;Black;Tan
A716935;Muneco;29/11/2015 12:08;Return_to_owner;;Dog;Intact Male;6 months;Old English Sheepdog;Black;White
A680496;George;12/08/2014 14:55;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black;White
A711923;Remy;02/12/2015 07:57;Adoption;Foster;Dog;Neutered Male;5 months;Patterdale Terr Mix;Black;
A694583;Piper;18/01/2015 12:41;Adoption;;Dog;Spayed Female;5 years;German Shepherd Mix;Black;Tan
A679931;Salsa;12/07/2014 20:48;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black;White
A679079;Boo Boo;20/05/2014 17:29;Adoption;;Cat;Intact Male;2 months;Domestic Shorthair Mix;Black;White
A681568;Dexter;22/07/2014 11:52;Adoption;;Dog;Neutered Male;10 months;Dachshund Longhair Mix;Black;
A681207;;19/06/2014 17:09;Transfer;Partner;Dog;Intact Male;2 months;Labrador Retriever Mix;Black;
A668131;Dora;20/12/2013 14:41;Adoption;Foster;Dog;Spayed Female;1 month;German Shepherd Mix;Black;Tan
A710568;Orson;19/11/2015 19:00;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black;White
A706894;Fargo;10/07/2015 16:53;Adoption;;Dog;Spayed Female;5 years;Chihuahua Shorthair Mix;Black;Tan
A694793;;10/01/2015 14:03;Transfer;Partner;Dog;Spayed Female;10 months;Labrador Retriever Mix;Black;
A708895;Quentin;13/08/2015 17:00;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;White
A661590;Khloe;31/10/2013 13:42;Adoption;;Dog;Spayed Female;3 months;Labrador Retriever/Chow Chow;Black;White
A701958;Layla;18/05/2015 18:39;Adoption;Foster;Dog;Spayed Female;2 years;Standard Schnauzer Mix;Black;
A698272;Scout;10/03/2015 16:38;Return_to_owner;;Dog;Neutered Male;7 years;Border Collie Mix;Black;White
A683948;;20/07/2014 11:19;Transfer;Partner;Cat;Intact Female;1 weeks;Domestic Shorthair Mix;Black;
A705251;Yager;16/06/2015 11:07;Return_to_owner;;Dog;Neutered Male;10 years;Labrador Retriever Mix;Black;
A689315;Bibie;09/10/2014 14:57;Transfer;Partner;Cat;Neutered Male;11 years;Domestic Shorthair Mix;Black;White
A710846;;29/08/2015 09:00;Transfer;SCRP;Cat;Unknown;4 months;Domestic Shorthair Mix;Black;
A671820;Aiden;04/02/2014 17:43;Adoption;;Dog;Neutered Male;4 years;Miniature Poodle Mix;Black;Brown
A693303;Valentine;12/12/2014 17:42;Adoption;;Dog;Spayed Female;8 months;Labrador Retriever Mix;Black;White
A665578;Cotton;04/11/2013 15:08;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A696341;;04/02/2015 09:00;Transfer;SCRP;Cat;Unknown;3 months;Domestic Shorthair Mix;Black;
A700155;Jojo;10/04/2015 16:56;Return_to_owner;;Dog;Intact Male;3 years;German Shepherd;Black;Tan
A653281;Biggie;29/03/2014 18:23;Transfer;Partner;Dog;Neutered Male;11 months;Labrador Retriever/Pit Bull;Black;
A707205;;13/07/2015 11:20;Transfer;Partner;Dog;Intact Male;1 month;Pit Bull Mix;Black;
A686231;Echo;22/08/2014 18:33;Adoption;;Dog;Neutered Male;6 months;German Shepherd Mix;Black;Tan
A691193;Fernando;05/11/2014 12:28;Transfer;Partner;Dog;Neutered Male;1 year;Dachshund/Chihuahua Shorthair;Black;
A688606;Emma;22/09/2014 15:36;Return_to_owner;;Dog;Intact Female;3 months;Labrador Retriever Mix;Black;White
A682378;Chuck;12/07/2014 12:48;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Black;White
A686880;;28/08/2014 14:06;Transfer;Partner;Cat;Intact Male;4 days;Domestic Shorthair Mix;Black;White
A677150;Bear;30/09/2014 11:52;Return_to_owner;;Dog;Neutered Male;1 year;Rottweiler Mix;Black;Tan
A672884;Bruno;27/02/2014 17:58;Adoption;;Dog;Neutered Male;5 years;Rottweiler Mix;Black;Tan
A687792;Onyx;19/09/2014 12:40;Transfer;Partner;Dog;Intact Female;2 years;Dachshund Wirehair/Border Terrier;Black;Tan
A686211;Whiskers;14/09/2014 18:30;Adoption;;Cat;Neutered Male;13 years;Domestic Medium Hair Mix;Black;White
A715147;Howie;11/11/2015 11:37;Adoption;;Dog;Neutered Male;1 year;German Shepherd Mix;Black;
A693903;Molly;25/12/2014 11:16;Return_to_owner;;Dog;Spayed Female;2 years;Rottweiler;Black;Tan
A689700;Twinkle;11/01/2015 15:09;Adoption;Foster;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Black;
A650073;Blackberry;10/10/2014 18:27;Euthanasia;Aggressive;Dog;Spayed Female;3 years;Labrador Retriever/Australian Cattle Dog;Black;Blue Merle
A708829;Eva;12/12/2015 17:39;Adoption;Foster;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black;
A719069;Shadow;14/01/2016 17:50;Return_to_owner;;Dog;Intact Male;1 year;Australian Cattle Dog/Labrador Retriever;Black;White
A707334;Zephyr;23/07/2015 17:46;Adoption;;Dog;Spayed Female;5 months;Australian Kelpie Mix;Black;
A673825;;07/03/2014 17:04;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever/Dachshund;Black;
A678306;Patsy;18/05/2014 17:01;Adoption;;Dog;Spayed Female;3 years;Border Collie;Black;White
A704771;Isaac;24/06/2015 18:24;Euthanasia;Aggressive;Dog;Intact Male;1 year;Rottweiler;Black;Brown
A690429;Taurus;02/11/2014 18:22;Transfer;Partner;Dog;Neutered Male;1 year;German Shepherd Mix;Black;Tan
A711523;;08/09/2015 12:19;Transfer;Partner;Cat;Intact Male;6 days;Domestic Shorthair Mix;Black;White
A687927;Sammy;23/09/2014 14:37;Transfer;Partner;Cat;Neutered Male;1 month;Domestic Shorthair Mix;Black;
A655387;Xena;28/05/2015 11:29;Return_to_owner;;Dog;Intact Female;2 years;German Shepherd;Black;Brown
A700643;Capulina;30/04/2015 11:48;Adoption;;Dog;Spayed Female;10 years;Chihuahua Shorthair Mix;Black;
A666356;Luna;03/11/2013 18:33;Adoption;;Dog;Spayed Female;6 months;Yorkshire Terrier Mix;Black;Tan
A705158;;19/06/2015 13:44;Transfer;Partner;Dog;Intact Male;1 weeks;American Staffordshire Terrier;Black;White
A666311;Jinx;09/11/2013 17:04;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black;White
A716884;Paws;01/12/2015 16:32;Transfer;Partner;Dog;Neutered Male;3 years;Great Dane Mix;Black;White
A664551;Roxy;02/12/2013 17:43;Adoption;Foster;Dog;Spayed Female;2 months;Chinese Sharpei Mix;Black;White
A686975;;07/09/2014 13:41;Return_to_owner;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;
A371102;Ceballo;03/08/2015 12:19;Return_to_owner;;Dog;Neutered Male;13 years;Bullmastiff Mix;Black;White
A702814;;18/05/2015 13:38;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;Black;
A448819;Mickey;29/03/2014 10:29;Return_to_owner;;Dog;Spayed Female;9 years;Chihuahua Shorthair;Black;Brown
A672713;Ruger;22/02/2014 17:34;Adoption;;Dog;Neutered Male;1 year;Dachshund Mix;Black;Brown
A719653;;13/02/2016 17:42;Adoption;;Dog;Neutered Male;1 month;Labrador Retriever Mix;Black;Brown
A667497;Jasper;02/01/2014 14:40;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Black;
A703924;Groucho;17/07/2015 15:44;Adoption;;Cat;Neutered Male;4 months;Domestic Medium Hair;Black;White
A709225;Pinky Pie;18/08/2015 18:00;Return_to_owner;;Cat;Spayed Female;6 months;Domestic Shorthair Mix;Black;White
A685084;Hazel;21/08/2014 18:31;Adoption;Foster;Dog;Spayed Female;2 months;Boxer Mix;Black;White
A686015;;18/08/2014 15:34;Transfer;Partner;Dog;Intact Female;2 months;Labrador Retriever/Pointer;Black;White
A699671;Peterrabbit;04/04/2015 17:43;Adoption;;Dog;Neutered Male;2 months;Labrador Retriever Mix;Black;White
A687187;Hopper;13/10/2014 12:14;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever/Border Collie;Black;White
A681230;;14/06/2014 12:49;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Black;
A705373;;16/06/2015 17:46;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair Mix;Black;
A671882;Shellby;15/02/2014 12:34;Adoption;Offsite;Dog;Spayed Female;6 months;Pit Bull Mix;Black;White
A707393;;17/07/2015 13:30;Adoption;;Dog;Spayed Female;10 months;Chihuahua Shorthair Mix;Black;Tricolor
A694078;Kinsey;18/01/2015 16:21;Adoption;;Dog;Spayed Female;10 years;Soft Coated Wheaten Terrier/Standard Poodle;Black;White
A686776;Koda;27/08/2014 18:33;Return_to_owner;;Dog;Neutered Male;3 years;Siberian Husky;Black;White
A681527;;21/06/2014 09:00;Transfer;SCRP;Cat;Intact Female;4 months;Domestic Medium Hair Mix;Black;White
